,w,k,covg,min_cluster_size,max_cluster_distance,num_cluster_tp,num_cluster_fp,num_gene_tp,num_gene_fp,num_non_unique_entries
517,10,15,15,10,320,2497,4,5059,89,608
518,10,15,15,15,20,1421,5,4753,64,293
519,10,15,15,15,30,1783,3,4950,62,374
520,10,15,15,15,40,1914,4,4999,60,366
521,10,15,15,15,80,1991,3,4984,54,411
522,10,15,15,15,160,1980,3,4966,44,413
523,10,15,15,15,250,1984,3,4964,41,424
524,10,15,15,15,320,1981,3,4961,39,437
525,10,15,30,5,20,2231,1,4839,1,245
526,10,15,30,5,30,2486,1,4965,1,274
527,10,15,30,5,40,2616,1,4980,1,303
528,10,15,30,5,80,2670,1,4964,1,387
529,10,15,30,5,160,2671,1,4953,0,401
530,10,15,30,5,250,2673,1,4956,0,404
531,10,15,30,5,320,2670,1,4957,0,411
532,10,15,30,10,20,1181,2,4540,0,132
533,10,15,30,10,30,1760,2,4829,1,216
534,10,15,30,10,40,1956,2,4883,1,229
535,10,15,30,10,80,2081,1,4904,1,284
536,10,15,30,10,160,2101,1,4900,0,300
537,10,15,30,10,250,2101,2,4900,0,306
538,10,15,30,10,320,2098,2,4898,0,302
539,10,15,30,15,20,545,1,3859,0,94
540,10,15,30,15,30,1160,1,4629,0,112
541,10,15,30,15,40,1438,1,4778,0,154
542,10,15,30,15,80,1607,1,4819,0,214
543,10,15,30,15,160,1630,1,4822,0,227
544,10,15,30,15,250,1632,1,4819,0,232
545,10,15,30,15,320,1625,1,4821,0,234
546,10,15,60,5,20,2541,1,4974,7,321
547,10,15,60,5,30,2736,1,5034,6,375
548,10,15,60,5,40,2826,1,5034,4,401
549,10,15,60,5,80,2848,1,5000,1,421
550,10,15,60,5,160,2831,1,4987,1,479
551,10,15,60,5,250,2831,1,4982,1,491
552,10,15,60,5,320,2837,1,4985,1,454
553,10,15,60,10,20,1462,0,4718,4,173
554,10,15,60,10,30,1955,0,4895,5,229
555,10,15,60,10,40,2099,0,4935,4,289
556,10,15,60,10,80,2200,1,4935,1,322
557,10,15,60,10,160,2220,1,4930,1,307
558,10,15,60,10,250,2202,1,4926,1,348
559,10,15,60,10,320,2215,1,4927,1,334
560,10,15,60,15,20,722,0,4210,2,102
561,10,15,60,15,30,1362,0,4733,2,150
562,10,15,60,15,40,1584,0,4831,2,192
563,10,15,60,15,80,1724,1,4863,1,226
564,10,15,60,15,160,1744,1,4862,1,211
565,10,15,60,15,250,1744,1,4859,1,221
566,10,15,60,15,320,1742,1,4857,1,229
567,10,15,100,5,20,2572,1,4988,7,352
568,10,15,100,5,30,2786,1,5047,6,418
569,10,15,100,5,40,2855,1,5043,4,441
570,10,15,100,5,80,2883,1,5007,3,461
571,10,15,100,5,160,2884,1,4997,2,453
572,10,15,100,5,250,2884,1,4984,1,471
573,10,15,100,5,320,2880,1,4984,1,477
574,10,15,100,10,20,1548,1,4743,4,202
575,10,15,100,10,30,2000,1,4899,6,271
576,10,15,100,10,40,2139,1,4942,4,300
577,10,15,100,10,80,2228,1,4942,2,345
578,10,15,100,10,160,2239,0,4931,2,334
579,10,15,100,10,250,2249,0,4934,1,329
580,10,15,100,10,320,2249,0,4932,1,332
581,10,15,100,15,20,768,0,4299,3,103
582,10,15,100,15,30,1432,0,4765,3,166
583,10,15,100,15,40,1632,0,4841,3,211
584,10,15,100,15,80,1770,0,4875,2,223
585,10,15,100,15,160,1770,0,4866,2,239
586,10,15,100,15,250,1780,0,4867,1,230
587,10,15,100,15,320,1777,1,4863,1,240
588,10,19,15,5,20,2872,7,5249,33,727
589,10,19,15,5,30,2996,5,5276,30,715
590,10,19,15,5,40,3037,3,5261,29,799
591,10,19,15,5,80,3019,3,5218,21,767
592,10,19,15,5,160,2965,3,5159,18,763
593,10,19,15,5,250,2957,3,5140,15,784
594,10,19,15,5,320,2961,3,5137,12,782
595,10,19,15,10,20,1787,2,4925,10,383
596,10,19,15,10,30,2029,2,5007,10,471
597,10,19,15,10,40,2183,4,5036,10,421
598,10,19,15,10,80,2271,2,5040,10,466
599,10,19,15,10,160,2279,2,4995,9,445
600,10,19,15,10,250,2281,2,4992,7,476
601,10,19,15,10,320,2280,2,4989,7,481
602,10,19,15,15,20,1023,1,4515,6,230
603,10,19,15,15,30,1373,1,4765,5,285
604,10,19,15,15,40,1562,3,4831,5,290
605,10,19,15,15,80,1743,1,4894,4,330
606,10,19,15,15,160,1755,1,4873,3,324
607,10,19,15,15,250,1761,1,4869,2,336
608,10,19,15,15,320,1764,1,4867,2,341
609,10,19,30,5,20,1783,1,4836,0,170
610,10,19,30,5,30,2052,1,4915,1,198
611,10,19,30,5,40,2214,1,4931,1,229
612,10,19,30,5,80,2374,1,4918,1,279
613,10,19,30,5,160,2386,1,4907,1,312
614,10,19,30,5,250,2385,1,4909,0,302
615,10,19,30,5,320,2378,1,4907,0,313
616,10,19,30,10,20,677,1,4179,0,101
617,10,19,30,10,30,1204,1,4639,0,117
618,10,19,30,10,40,1497,1,4751,0,154
619,10,19,30,10,80,1778,1,4835,0,209
620,10,19,30,10,160,1813,1,4844,0,212
621,10,19,30,10,250,1809,1,4843,0,226
622,10,19,30,10,320,1812,1,4837,0,228
623,10,19,30,15,20,224,1,2793,0,72
624,10,19,30,15,30,613,1,4179,0,73
625,10,19,30,15,40,913,1,4487,0,87
626,10,19,30,15,80,1291,1,4686,0,127
627,10,19,30,15,160,1313,1,4703,0,139
628,10,19,30,15,250,1303,1,4700,0,149
629,10,19,30,15,320,1307,1,4696,0,158
630,10,19,60,5,20,2129,1,4956,2,231
631,10,19,60,5,30,2341,1,4977,3,284
632,10,19,60,5,40,2464,1,4993,3,295
633,10,19,60,5,80,2585,1,4953,0,351
634,10,19,60,5,160,2572,1,4951,0,369
635,10,19,60,5,250,2570,1,4948,0,380
636,10,19,60,5,320,2580,1,4952,0,357
637,10,19,60,10,20,926,1,4471,1,103
638,10,19,60,10,30,1463,1,4759,2,136
639,10,19,60,10,40,1695,1,4829,1,169
640,10,19,60,10,80,1917,1,4876,0,231
641,10,19,60,10,160,1944,1,4871,0,244
642,10,19,60,10,250,1960,1,4875,0,232
643,10,19,60,10,320,1948,1,4868,0,260
644,10,19,60,15,20,313,1,3362,1,71
645,10,19,60,15,30,798,1,4424,1,79
646,10,19,60,15,40,1108,1,4646,0,103
647,10,19,60,15,80,1429,1,4754,0,125
648,10,19,60,15,160,1440,1,4754,0,173
649,10,19,60,15,250,1439,1,4753,0,174
650,10,19,60,15,320,1445,1,4755,0,157
651,10,19,100,5,20,2209,1,4959,4,254
652,10,19,100,5,30,2408,1,4997,4,307
653,10,19,100,5,40,2536,1,4997,4,317
654,10,19,100,5,80,2625,1,4967,0,380
655,10,19,100,5,160,2634,1,4960,0,382
656,10,19,100,5,250,2633,1,4960,0,384
657,10,19,100,5,320,2632,1,4958,0,384
658,10,19,100,10,20,1017,1,4541,2,115
659,10,19,100,10,30,1551,1,4791,3,148
660,10,19,100,10,40,1756,1,4851,2,188
661,10,19,100,10,80,1967,1,4885,0,246
662,10,19,100,10,160,1994,1,4876,0,239
663,10,19,100,10,250,1998,1,4876,0,246
664,10,19,100,10,320,1997,1,4873,0,258
665,10,19,100,15,20,363,1,3507,1,74
666,10,19,100,15,30,860,1,4478,1,85
667,10,19,100,15,40,1162,1,4664,1,109
668,10,19,100,15,80,1462,1,4762,0,149
669,10,19,100,15,160,1483,1,4763,0,162
670,10,19,100,15,250,1477,1,4760,0,174
671,10,19,100,15,320,1479,1,4762,0,177
672,10,23,15,5,20,2662,2,5211,5,604
673,10,23,15,5,30,2731,1,5211,4,658
674,10,23,15,5,40,2793,1,5196,4,658
675,10,23,15,5,80,2838,1,5180,4,651
676,10,23,15,5,160,2836,1,5129,4,633
677,10,23,15,5,250,2816,1,5102,3,637
678,10,23,15,5,320,2817,1,5101,3,640
679,10,23,15,10,20,1610,1,4855,3,334
680,10,23,15,10,30,1791,2,4911,3,323
681,10,23,15,10,40,1941,2,4951,3,340
682,10,23,15,10,80,2097,1,4982,4,410
683,10,23,15,10,160,2113,1,4964,4,405
684,10,23,15,10,250,2113,1,4953,2,405
685,10,23,15,10,320,2106,1,4953,2,403
686,10,23,15,15,20,873,2,4384,3,183
687,10,23,15,15,30,1112,2,4572,3,204
688,10,23,15,15,40,1317,2,4727,4,219
689,10,23,15,15,80,1519,1,4816,4,260
690,10,23,15,15,160,1560,1,4812,3,269
691,10,23,15,15,250,1557,1,4798,1,268
692,10,23,15,15,320,1560,1,4799,1,271
693,10,23,30,5,20,1488,1,4792,0,175
694,10,23,30,5,30,1692,1,4840,0,172
695,10,23,30,5,40,1870,1,4860,0,174
696,10,23,30,5,80,2108,1,4873,0,202
697,10,23,30,5,160,2150,1,4864,1,214
698,10,23,30,5,250,2151,1,4860,0,225
699,10,23,30,5,320,2148,1,4854,0,222
700,10,23,30,10,20,496,1,3873,0,67
701,10,23,30,10,30,779,1,4293,0,75
702,10,23,30,10,40,1064,1,4551,0,94
703,10,23,30,10,80,1460,1,4751,0,126
704,10,23,30,10,160,1535,1,4760,0,139
705,10,23,30,10,250,1529,1,4755,0,144
706,10,23,30,10,320,1527,1,4756,0,138
707,10,23,30,15,20,149,1,2195,0,51
708,10,23,30,15,30,309,1,3264,0,56
709,10,23,30,15,40,570,1,4026,0,68
710,10,23,30,15,80,994,1,4528,0,76
711,10,23,30,15,160,1080,1,4564,0,82
712,10,23,30,15,250,1078,1,4568,0,83
713,10,23,30,15,320,1072,1,4561,0,83
714,10,23,60,5,20,1842,1,4913,3,208
715,10,23,60,5,30,2016,1,4931,3,211
716,10,23,60,5,40,2153,1,4938,1,227
717,10,23,60,5,80,2332,1,4933,0,265
718,10,23,60,5,160,2367,1,4913,1,270
719,10,23,60,5,250,2382,1,4910,1,257
720,10,23,60,5,320,2367,1,4906,1,277
721,10,23,60,10,20,703,1,4268,1,80
722,10,23,60,10,30,1005,1,4538,2,85
723,10,23,60,10,40,1289,1,4701,0,126
724,10,23,60,10,80,1628,1,4805,0,168
725,10,23,60,10,160,1685,1,4819,1,166
726,10,23,60,10,250,1699,1,4823,1,162
727,10,23,60,10,320,1691,1,4821,1,172
728,10,23,60,15,20,233,1,2804,0,49
729,10,23,60,15,30,444,1,3745,0,56
730,10,23,60,15,40,724,1,4324,0,74
731,10,23,60,15,80,1134,1,4628,0,93
732,10,23,60,15,160,1199,1,4641,1,89
733,10,23,60,15,250,1196,1,4640,1,93
734,10,23,60,15,320,1197,1,4642,1,91
735,10,23,100,5,20,1949,1,4931,2,212
736,10,23,100,5,30,2103,1,4949,1,224
737,10,23,100,5,40,2248,1,4960,1,213
738,10,23,100,5,80,2409,1,4946,1,274
739,10,23,100,5,160,2428,1,4922,0,282
740,10,23,100,5,250,2427,1,4913,1,288
741,10,23,100,5,320,2430,1,4914,1,289
742,10,23,100,10,20,760,1,4365,2,86
743,10,23,100,10,30,1091,1,4600,2,96
744,10,23,100,10,40,1383,1,4739,1,123
745,10,23,100,10,80,1683,1,4814,0,168
746,10,23,100,10,160,1732,1,4831,0,177
747,10,23,100,10,250,1736,1,4828,1,183
748,10,23,100,10,320,1734,1,4825,1,189
749,10,23,100,15,20,238,1,2960,0,57
750,10,23,100,15,30,461,1,3898,1,62
751,10,23,100,15,40,764,1,4401,1,72
752,10,23,100,15,80,1189,1,4659,0,93
753,10,23,100,15,160,1234,1,4660,1,91
754,10,23,100,15,250,1232,1,4656,1,101
755,10,23,100,15,320,1230,1,4653,1,109
756,10,27,15,5,20,2491,0,5185,3,552
757,10,27,15,5,30,2530,2,5194,2,513
758,10,27,15,5,40,2609,2,5174,2,515
759,10,27,15,5,80,2668,0,5139,2,557
760,10,27,15,5,160,2656,0,5092,3,573
761,10,27,15,5,250,2652,0,5078,1,572
762,10,27,15,5,320,2657,0,5075,1,570
763,10,27,15,10,20,1460,0,4788,3,274
764,10,27,15,10,30,1536,0,4818,2,257
765,10,27,15,10,40,1685,0,4884,2,321
766,10,27,15,10,80,1858,0,4930,3,355
767,10,27,15,10,160,1909,0,4915,3,357
768,10,27,15,10,250,1918,0,4912,2,362
769,10,27,15,10,320,1908,0,4914,2,360
770,10,27,15,15,20,797,0,4298,2,164
771,10,27,15,15,30,876,0,4381,1,149
772,10,27,15,15,40,1061,0,4602,2,201
773,10,27,15,15,80,1321,0,4725,2,214
774,10,27,15,15,160,1370,0,4737,4,216
775,10,27,15,15,250,1373,0,4733,1,218
776,10,27,15,15,320,1361,0,4731,2,231
777,10,27,30,5,20,1214,0,4680,0,111
778,10,27,30,5,30,1271,0,4699,0,117
779,10,27,30,5,40,1486,0,4752,0,125
780,10,27,30,5,80,1752,0,4780,0,159
781,10,27,30,5,160,1830,0,4804,1,179
782,10,27,30,5,250,1829,0,4795,0,184
783,10,27,30,5,320,1827,0,4795,0,184
784,10,27,30,10,20,367,0,3588,0,62
785,10,27,30,10,30,458,0,3792,0,70
786,10,27,30,10,40,731,0,4272,0,73
787,10,27,30,10,80,1127,0,4586,0,87
788,10,27,30,10,160,1236,0,4629,0,109
789,10,27,30,10,250,1241,0,4635,0,103
790,10,27,30,10,320,1244,0,4633,0,103
791,10,27,30,15,20,114,0,1883,0,37
792,10,27,30,15,30,165,0,2246,0,35
793,10,27,30,15,40,328,0,3402,0,39
794,10,27,30,15,80,681,0,4288,0,50
795,10,27,30,15,160,802,0,4408,0,60
796,10,27,30,15,250,807,0,4422,0,62
797,10,27,30,15,320,807,0,4415,0,64
798,10,27,60,5,20,1583,0,4823,1,163
799,10,27,60,5,30,1645,0,4839,1,163
800,10,27,60,5,40,1815,0,4857,0,170
801,10,27,60,5,80,2039,0,4869,0,194
802,10,27,60,5,160,2115,0,4870,0,208
803,10,27,60,5,250,2101,0,4867,0,218
804,10,27,60,5,320,2095,0,4867,0,222
805,10,27,60,10,20,543,0,4056,1,74
806,10,27,60,10,30,654,0,4214,0,72
807,10,27,60,10,40,953,0,4480,0,97
808,10,27,60,10,80,1331,0,4689,0,113
809,10,27,60,10,160,1428,0,4712,0,121
810,10,27,60,10,250,1425,0,4713,0,133
811,10,27,60,10,320,1426,0,4711,0,135
812,10,27,60,15,20,172,0,2429,0,42
813,10,27,60,15,30,221,0,2829,0,44
814,10,27,60,15,40,424,0,3845,0,49
815,10,27,60,15,80,803,0,4448,0,70
816,10,27,60,15,160,929,0,4508,0,68
817,10,27,60,15,250,928,0,4514,0,71
818,10,27,60,15,320,929,0,4511,0,77
819,10,27,100,5,20,1689,0,4856,2,170
820,10,27,100,5,30,1763,0,4865,2,172
821,10,27,100,5,40,1910,0,4877,2,175
822,10,27,100,5,80,2098,0,4880,1,217
823,10,27,100,5,160,2160,0,4880,0,219
824,10,27,100,5,250,2159,0,4874,0,224
825,10,27,100,5,320,2171,0,4879,0,212
826,10,27,100,10,20,588,0,4153,1,76
827,10,27,100,10,30,695,0,4314,1,82
828,10,27,100,10,40,1015,0,4555,1,85
829,10,27,100,10,80,1370,0,4718,0,109
830,10,27,100,10,160,1464,0,4731,0,130
831,10,27,100,10,250,1467,0,4734,0,121
832,10,27,100,10,320,1470,0,4734,0,113
833,10,27,100,15,20,184,0,2625,1,38
834,10,27,100,15,30,243,0,3024,0,45
835,10,27,100,15,40,463,0,3958,0,47
836,10,27,100,15,80,865,0,4480,0,69
837,10,27,100,15,160,962,0,4537,0,76
838,10,27,100,15,250,963,0,4537,0,72
839,10,27,100,15,320,968,0,4541,0,76
840,10,31,15,5,20,2268,2,5106,1,478
841,10,31,15,5,30,2281,2,5098,1,491
842,10,31,15,5,40,2319,0,5091,1,520
843,10,31,15,5,80,2423,0,5088,3,532
844,10,31,15,5,160,2452,0,5062,2,544
845,10,31,15,5,250,2449,0,5044,1,534
846,10,31,15,5,320,2449,0,5038,2,534
847,10,31,15,10,20,1327,0,4722,1,223
848,10,31,15,10,30,1334,0,4729,1,247
849,10,31,15,10,40,1445,0,4784,2,264
850,10,31,15,10,80,1633,0,4850,1,308
851,10,31,15,10,160,1704,0,4848,1,315
852,10,31,15,10,250,1714,0,4834,2,314
853,10,31,15,10,320,1709,0,4835,1,322
854,10,31,15,15,20,711,0,4200,2,143
855,10,31,15,15,30,720,0,4171,1,157
856,10,31,15,15,40,874,0,4390,1,157
857,10,31,15,15,80,1107,0,4616,1,149
858,10,31,15,15,160,1169,0,4650,2,163
859,10,31,15,15,250,1171,0,4643,2,156
860,10,31,15,15,320,1175,0,4645,2,161
861,10,31,30,5,20,991,0,4573,0,91
862,10,31,30,5,30,1007,0,4574,0,91
863,10,31,30,5,40,1140,0,4627,0,99
864,10,31,30,5,80,1372,0,4688,0,105
865,10,31,30,5,160,1520,0,4699,0,121
866,10,31,30,5,250,1531,0,4701,0,125
867,10,31,30,5,320,1528,0,4696,0,131
868,10,31,30,10,20,279,0,3211,0,41
869,10,31,30,10,30,296,0,3256,0,41
870,10,31,30,10,40,443,0,3781,0,54
871,10,31,30,10,80,792,0,4339,0,61
872,10,31,30,10,160,943,0,4459,0,59
873,10,31,30,10,250,963,0,4466,0,67
874,10,31,30,10,320,960,0,4468,0,65
875,10,31,30,15,20,80,0,1608,0,38
876,10,31,30,15,30,84,0,1628,0,40
877,10,31,30,15,40,172,0,2547,0,42
878,10,31,30,15,80,425,0,3781,0,41
879,10,31,30,15,160,558,0,4163,0,43
880,10,31,30,15,250,590,0,4205,0,41
881,10,31,30,15,320,589,0,4202,0,39
882,10,31,60,5,20,1359,0,4742,1,97
883,10,31,60,5,30,1372,0,4749,1,97
884,10,31,60,5,40,1499,0,4770,0,110
885,10,31,60,5,80,1722,0,4785,0,133
886,10,31,60,5,160,1812,0,4803,0,139
887,10,31,60,5,250,1833,0,4803,0,139
888,10,31,60,5,320,1830,0,4802,0,137
889,10,31,60,10,20,420,0,3753,0,51
890,10,31,60,10,30,434,0,3794,0,51
891,10,31,60,10,40,619,0,4179,0,57
892,10,31,60,10,80,982,0,4520,0,61
893,10,31,60,10,160,1116,0,4593,0,70
894,10,31,60,10,250,1133,0,4594,0,71
895,10,31,60,10,320,1135,0,4595,0,71
896,10,31,60,15,20,131,0,2075,0,37
897,10,31,60,15,30,140,0,2137,0,35
898,10,31,60,15,40,237,0,3109,0,37
899,10,31,60,15,80,549,0,4129,0,41
900,10,31,60,15,160,697,0,4329,0,43
901,10,31,60,15,250,703,0,4330,0,49
902,10,31,60,15,320,704,0,4335,0,45
903,10,31,100,5,20,1461,0,4789,1,102
904,10,31,100,5,30,1473,0,4788,1,98
905,10,31,100,5,40,1589,0,4811,0,120
906,10,31,100,5,80,1812,0,4815,0,133
907,10,31,100,5,160,1881,0,4823,0,151
908,10,31,100,5,250,1900,0,4816,0,147
909,10,31,100,5,320,1901,0,4820,0,148
910,10,31,100,10,20,464,0,3893,1,55
911,10,31,100,10,30,478,0,3925,0,55
912,10,31,100,10,40,687,0,4279,0,59
913,10,31,100,10,80,1045,0,4578,0,79
914,10,31,100,10,160,1164,0,4633,0,74
915,10,31,100,10,250,1176,0,4631,0,74
916,10,31,100,10,320,1173,0,4634,0,75
917,10,31,100,15,20,136,0,2187,0,38
918,10,31,100,15,30,137,0,2244,0,38
919,10,31,100,15,40,246,0,3254,0,36
920,10,31,100,15,80,580,0,4213,0,44
921,10,31,100,15,160,715,0,4384,0,49
922,10,31,100,15,250,726,0,4394,0,53
923,10,31,100,15,320,727,0,4392,0,41
924,14,15,15,5,20,2693,14,5205,446,688
925,14,15,15,5,30,2839,14,5270,431,725
926,14,15,15,5,40,2908,12,5277,413,752
927,14,15,15,5,80,2906,10,5220,356,742
928,14,15,15,5,160,2868,10,5164,286,746
929,14,15,15,5,250,2870,10,5155,263,762
930,14,15,15,5,320,2861,10,5153,255,772
931,14,15,15,10,20,1453,3,4778,126,344
932,14,15,15,10,30,1824,2,4955,122,399
933,14,15,15,10,40,1961,2,5019,116,412
934,14,15,15,10,80,2052,1,5003,100,454
935,14,15,15,10,160,2046,1,4988,79,453
936,14,15,15,10,250,2059,1,4981,68,460
937,14,15,15,10,320,2049,1,4980,68,471
938,14,15,15,15,20,767,2,4225,45,182
939,14,15,15,15,30,1161,2,4645,47,212
940,14,15,15,15,40,1367,4,4771,45,229
941,14,15,15,15,80,1505,1,4819,41,285
942,14,15,15,15,160,1506,1,4806,36,296
943,14,15,15,15,250,1500,1,4800,31,308
944,14,15,15,15,320,1500,1,4803,32,314
945,14,15,30,5,20,1557,1,4582,0,199
946,14,15,30,5,30,1953,1,4844,1,228
947,14,15,30,5,40,2161,1,4915,1,256
948,14,15,30,5,80,2320,1,4922,1,292
949,14,15,30,5,160,2312,1,4911,0,317
950,14,15,30,5,250,2303,1,4910,0,319
951,14,15,30,5,320,2309,1,4908,0,325
952,14,15,30,10,20,502,1,3711,0,88
953,14,15,30,10,30,1040,1,4532,0,120
954,14,15,30,10,40,1373,1,4733,1,157
955,14,15,30,10,80,1628,1,4822,1,194
956,14,15,30,10,160,1650,1,4816,0,216
957,14,15,30,10,250,1649,1,4815,0,221
958,14,15,30,10,320,1648,1,4815,0,225
959,14,15,30,15,20,143,1,2141,0,71
960,14,15,30,15,30,494,1,3893,0,76
961,14,15,30,15,40,836,1,4433,0,89
962,14,15,30,15,80,1151,1,4630,1,138
963,14,15,30,15,160,1159,1,4633,0,146
964,14,15,30,15,250,1148,1,4629,0,142
965,14,15,30,15,320,1154,1,4629,0,148
966,14,15,60,5,20,1891,2,4774,4,237
967,14,15,60,5,30,2213,2,4942,4,279
968,14,15,60,5,40,2360,1,4980,3,328
969,14,15,60,5,80,2467,2,4960,2,360
970,14,15,60,5,160,2480,2,4949,1,351
971,14,15,60,5,250,2461,1,4944,1,389
972,14,15,60,5,320,2473,1,4946,1,361
973,14,15,60,10,20,687,1,4105,3,110
974,14,15,60,10,30,1254,1,4668,1,146
975,14,15,60,10,40,1530,1,4803,2,174
976,14,15,60,10,80,1755,2,4853,2,243
977,14,15,60,10,160,1770,2,4847,1,251
978,14,15,60,10,250,1780,1,4847,1,233
979,14,15,60,10,320,1774,1,4849,1,237
980,14,15,60,15,20,207,1,2659,2,66
981,14,15,60,15,30,606,1,4182,1,89
982,14,15,60,15,40,977,1,4555,1,114
983,14,15,60,15,80,1243,1,4676,1,159
984,14,15,60,15,160,1249,1,4675,1,147
985,14,15,60,15,250,1249,1,4673,1,146
986,14,15,60,15,320,1240,1,4672,1,168
987,14,15,100,5,20,1986,2,4810,4,269
988,14,15,100,5,30,2271,1,4960,5,330
989,14,15,100,5,40,2412,1,4994,3,358
990,14,15,100,5,80,2519,2,4967,2,379
991,14,15,100,5,160,2522,2,4955,1,380
992,14,15,100,5,250,2520,1,4949,1,374
993,14,15,100,5,320,2497,1,4948,1,407
994,14,15,100,10,20,740,1,4181,2,108
995,14,15,100,10,30,1347,1,4711,2,145
996,14,15,100,10,40,1593,1,4816,3,176
997,14,15,100,10,80,1794,2,4864,1,259
998,14,15,100,10,160,1811,2,4857,1,251
999,14,15,100,10,250,1805,1,4854,1,261
1000,14,15,100,10,320,1803,1,4856,1,269
1001,14,15,100,15,20,241,1,2796,2,69
1002,14,15,100,15,30,674,1,4301,2,92
1003,14,15,100,15,40,1032,1,4596,2,116
1004,14,15,100,15,80,1273,1,4682,1,160
1005,14,15,100,15,160,1285,1,4678,1,152
1006,14,15,100,15,250,1281,1,4676,1,159
1007,14,15,100,15,320,1288,1,4675,1,150
1008,14,19,15,5,20,2354,2,5128,23,595
1009,14,19,15,5,30,2493,2,5151,23,619
1010,14,19,15,5,40,2587,2,5164,22,652
1011,14,19,15,5,80,2643,2,5148,16,630
1012,14,19,15,5,160,2628,3,5090,13,613
1013,14,19,15,5,250,2636,3,5087,11,645
1014,14,19,15,5,320,2624,2,5084,11,637
1015,14,19,15,10,20,1128,1,4637,7,266
1016,14,19,15,10,30,1408,1,4774,8,309
1017,14,19,15,10,40,1606,1,4855,8,344
1018,14,19,15,10,80,1794,1,4909,7,375
1019,14,19,15,10,160,1839,1,4890,6,376
1020,14,19,15,10,250,1835,1,4890,5,389
1021,14,19,15,10,320,1825,1,4891,7,388
1022,14,19,15,15,20,538,0,3866,3,171
1023,14,19,15,15,30,799,2,4351,3,168
1024,14,19,15,15,40,1025,0,4580,3,202
1025,14,19,15,15,80,1244,0,4692,3,210
1026,14,19,15,15,160,1271,0,4679,2,210
1027,14,19,15,15,250,1266,0,4680,2,220
1028,14,19,15,15,320,1269,0,4682,3,222
1029,14,19,30,5,20,1149,1,4560,0,134
1030,14,19,30,5,30,1454,1,4737,0,166
1031,14,19,30,5,40,1716,1,4809,0,181
1032,14,19,30,5,80,1998,1,4857,1,206
1033,14,19,30,5,160,2028,1,4867,0,232
1034,14,19,30,5,250,2025,1,4869,0,235
1035,14,19,30,5,320,2038,1,4868,0,244
1036,14,19,30,10,20,244,0,2964,0,67
1037,14,19,30,10,30,533,0,3981,0,70
1038,14,19,30,10,40,857,0,4417,0,91
1039,14,19,30,10,80,1319,0,4699,0,130
